index,GHO (CODE),GHO (DISPLAY),YEAR (CODE),AGEGROUP (CODE),SEX (CODE),Display Value,Numeric,Low,High
2487,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,YEARS10-19,MLE,10.3 [4.9-17.1],10.3,4.9,17.1
2050,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS05-19,BTSX,2.9 [1.0-6.0],2.9,1,6
2060,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS05-09,BTSX,3.3 [1.0-7.1],3.3,1,7.1
2070,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS10-19,BTSX,2.7 [1.0-5.5],2.7,1,5.5
2760,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS05-19,FMLE,2.8 [0.6-7.0],2.8,0.6,7
2770,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS05-09,FMLE,3.1 [0.6-8.4],3.1,0.6,8.4
2780,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS10-19,FMLE,2.6 [0.5-6.4],2.6,0.5,6.4
2790,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS05-19,MLE,3.1 [0.6-7.9],3.1,0.6,7.9
2800,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS05-09,MLE,3.4 [0.6-9.2],3.4,0.6,9.2
2810,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1982,YEARS10-19,MLE,2.8 [0.5-7.3],2.8,0.5,7.3
3298,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1982,,FMLE,4.79 [3.42-6.11],4.79275,3.42131,6.10815
3599,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1982,,MLE,4.98 [3.91-5.99],4.97855,3.9051,5.98684
456,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1982,AGE25-PLUS,FMLE,5.1 [4.1-6.0],5.1,4.1,6
465,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1982,AGE25-PLUS,MLE,5.3 [4.3-6.1],5.3,4.3,6.1
2944,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1982,YEARS18-PLUS,MLE,5.4 [2.3-10.0],5.4,2.3,10
3164,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1982,YEARS18-PLUS,FMLE,6.8 [3.0-12.0],6.8,3,12
3191,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1982,YEARS18-PLUS,BTSX,6.0 [3.4-9.4],6,3.4,9.4
3182,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1982,YEARS18-PLUS,FMLE,9.1 [4.2-15.6],9.1,4.2,15.6
3230,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1982,YEARS18-PLUS,MLE,8.2 [3.8-14.5],8.2,3.8,14.5
3249,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1982,YEARS18-PLUS,BTSX,8.6 [5.2-13.2],8.6,5.2,13.2
930,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1983,YEARS18-PLUS,MLE,26.1 [18.2-34.4],26.1,18.2,34.4
934,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1983,YEARS18-PLUS,FMLE,26.7 [19.4-35.0],26.7,19.4,35
2662,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1983,YEARS18-PLUS,BTSX,26.3 [20.8-32.1],26.3,20.8,32.1
81,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1983,YEARS18-PLUS,FMLE,34.8 [26.5-43.8],34.8,26.5,43.8
917,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1983,YEARS18-PLUS,MLE,33.3 [24.2-42.4],33.3,24.2,42.4
3506,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1983,YEARS18-PLUS,BTSX,34.2 [27.9-40.5],34.2,27.9,40.5
886,BP_05,Mean systolic blood pressure (crude estimate),1983,AGE25-PLUS,MLE,131.0 [124.4-137.5],131,124.4,137.5
1291,BP_05,Mean systolic blood pressure (crude estimate),1983,AGE25-PLUS,FMLE,128.6 [121.7-135.8],128.6,121.7,135.8
132,BP_06,Mean systolic blood pressure (age-standardized estimate),1983,YEARS18-PLUS,FMLE,128.6 [122.9-134.1],128.6,122.9,134.1
534,BP_06,Mean systolic blood pressure (age-standardized estimate),1983,YEARS18-PLUS,MLE,126.8 [121.2-132.1],126.8,121.2,132.1
442,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1983,AGE25-PLUS,MLE,5.3 [4.6-5.9],5.3,4.6,5.9
1262,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1983,AGE25-PLUS,FMLE,5.4 [4.6-6.1],5.4,4.6,6.1
17,CHOL_04,Mean Total Cholesterol (crude estimate),1983,AGE25-PLUS,MLE,5.2 [4.5-5.8],5.2,4.5,5.8
1246,CHOL_04,Mean Total Cholesterol (crude estimate),1983,AGE25-PLUS,FMLE,5.2 [4.5-5.9],5.2,4.5,5.9
1040,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1983,YEARS18-PLUS,BTSX,5.3 [3.5-7.4],5.3,3.5,7.4
1052,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1983,YEARS18-PLUS,FMLE,4.6 [2.6-7.4],4.6,2.6,7.4
1064,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1983,YEARS18-PLUS,MLE,5.9 [3.4-9.3],5.9,3.4,9.3
1076,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1983,YEARS18-PLUS,BTSX,5.8 [4.0-8.0],5.8,4,8
1088,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1983,YEARS18-PLUS,FMLE,5.5 [3.1-8.6],5.5,3.1,8.6
1100,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1983,YEARS18-PLUS,MLE,6.0 [3.6-9.3],6,3.6,9.3
1157,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1983,YEARS18-PLUS,MLE,42.8 [36.4-49.4],42.8,36.4,49.4
1167,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1983,YEARS18-PLUS,FMLE,53.0 [46.7-59.4],53,46.7,59.4
1177,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1983,YEARS18-PLUS,BTSX,47.4 [42.9-52.0],47.4,42.9,52
1187,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1983,YEARS18-PLUS,BTSX,42.9 [38.6-47.3],42.9,38.6,47.3
1197,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1983,YEARS18-PLUS,FMLE,47.5 [41.3-53.8],47.5,41.3,53.8
1207,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1983,YEARS18-PLUS,MLE,39.6 [33.6-45.9],39.6,33.6,45.9
987,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1983,YEARS18-PLUS,BTSX,15.8 [12.7-19.3],15.8,12.7,19.3
995,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1983,YEARS18-PLUS,FMLE,23.1 [17.8-29.0],23.1,17.8,29
1003,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1983,YEARS18-PLUS,MLE,10.2 [6.8-14.3],10.2,6.8,14.3
1011,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1983,YEARS18-PLUS,BTSX,13.7 [10.9-16.9],13.7,10.9,16.9
1019,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1983,YEARS18-PLUS,FMLE,20.0 [15.0-25.5],20,15,25.5
1028,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1983,YEARS18-PLUS,MLE,9.3 [6.2-13.0],9.3,6.2,13
703,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1983,YEARS18-PLUS,BTSX,25.9 [25.4-26.5],25.9,25.4,26.5
715,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1983,YEARS18-PLUS,FMLE,26.8 [26.0-27.7],26.8,26,27.7
727,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1983,YEARS18-PLUS,MLE,25.2 [24.5-26.0],25.2,24.5,26
739,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS18-PLUS,BTSX,25.6 [25.1-26.1],25.6,25.1,26.1
751,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS18-PLUS,FMLE,26.3 [25.6-27.1],26.3,25.6,27.1
763,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS18-PLUS,MLE,25.0 [24.3-25.8],25,24.3,25.8
824,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,AGE20-PLUS,MLE,25.1 [24.3-26.0],25.1,24.3,26
831,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,AGE20-PLUS,FMLE,26.2 [25.2-27.2],26.2,25.2,27.2
1659,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS05-19,BTSX,17.7 [16.9-18.5],17.6874,16.88852,18.49409
1668,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS05-09,BTSX,14.6 [13.8-15.5],14.63423,13.79414,15.47776
1677,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS10-19,BTSX,19.8 [19.0-20.5],19.75748,18.95998,20.54035
1686,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS05-19,FMLE,18.1 [16.9-19.2],18.06803,16.87842,19.24839
1695,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS05-09,FMLE,15.0 [13.8-16.2],15.02938,13.79673,16.23937
1704,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS10-19,FMLE,20.2 [19.0-21.3],20.16714,18.9955,21.33328
1713,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS05-19,MLE,17.3 [16.2-18.4],17.31396,16.18508,18.38065
1722,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS05-09,MLE,14.2 [13.1-15.4],14.23789,13.07143,15.35757
1731,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1983,YEARS10-19,MLE,19.4 [18.2-20.4],19.36155,18.2442,20.42153
3043,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS05-19,BTSX,9.5 [5.3-15.1],9.5,5.3,15.1
3053,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS05-09,BTSX,9.5 [4.9-15.6],9.5,4.9,15.6
3063,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS10-19,BTSX,9.5 [5.3-15.0],9.5,5.3,15
3073,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS05-19,FMLE,6.7 [2.2-13.6],6.7,2.2,13.6
3083,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS05-09,FMLE,7.3 [2.3-15.2],7.3,2.3,15.2
3093,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS10-19,FMLE,6.3 [2.0-12.8],6.3,2,12.8
3103,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS05-19,MLE,12.2 [5.5-21.5],12.2,5.5,21.5
3113,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS05-09,MLE,11.7 [4.8-21.9],11.7,4.8,21.9
3123,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1983,YEARS10-19,MLE,12.5 [5.7-21.9],12.5,5.7,21.9
2400,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS05-19,BTSX,12.9 [8.6-17.9],12.9,8.6,17.9
2411,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS05-09,BTSX,13.1 [8.3-18.9],13.1,8.3,18.9
2422,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS10-19,BTSX,12.7 [8.6-17.6],12.7,8.6,17.6
2433,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS05-19,FMLE,14.4 [8.5-22.0],14.4,8.5,22
2444,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS05-09,FMLE,14.4 [7.6-23.3],14.4,7.6,23.3
2455,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS10-19,FMLE,14.4 [8.6-21.7],14.4,8.6,21.7
2466,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS05-19,MLE,11.4 [5.7-18.7],11.4,5.7,18.7
2477,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS05-09,MLE,11.9 [5.7-19.9],11.9,5.7,19.9
2488,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1983,YEARS10-19,MLE,11.1 [5.5-17.9],11.1,5.5,17.9
2286,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS05-19,BTSX,3.2 [1.2-6.5],3.2,1.2,6.5
2962,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS05-09,BTSX,3.6 [1.2-7.6],3.6,1.2,7.6
2973,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS10-19,BTSX,3.0 [1.1-5.9],3,1.1,5.9
2984,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS05-19,FMLE,3.1 [0.7-7.4],3.1,0.7,7.4
2994,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS05-09,FMLE,3.5 [0.7-9.0],3.5,0.7,9
3004,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS10-19,FMLE,2.8 [0.7-6.8],2.8,0.7,6.8
3014,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS05-19,MLE,3.4 [0.7-8.4],3.4,0.7,8.4
3024,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS05-09,MLE,3.8 [0.7-9.8],3.8,0.7,9.8
3034,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1983,YEARS10-19,MLE,3.1 [0.6-7.7],3.1,0.6,7.7
3228,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1983,,FMLE,4.83 [3.58-6.02],4.82968,3.58095,6.02366
3281,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1983,,MLE,5.02 [4.03-5.95],5.02149,4.02637,5.95334
48,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1983,AGE25-PLUS,MLE,5.3 [4.4-6.1],5.3,4.4,6.1
1270,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1983,AGE25-PLUS,FMLE,5.2 [4.3-6.0],5.2,4.3,6
2703,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1983,YEARS18-PLUS,BTSX,6.0 [3.6-9.2],6,3.6,9.2
2954,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1983,YEARS18-PLUS,FMLE,6.7 [3.2-11.5],6.7,3.2,11.5
3156,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1983,YEARS18-PLUS,MLE,5.5 [2.5-9.7],5.5,2.5,9.7
2702,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1983,YEARS18-PLUS,BTSX,8.8 [5.5-13.1],8.8,5.5,13.1
3174,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1983,YEARS18-PLUS,MLE,8.4 [4.2-14.2],8.4,4.2,14.2
3240,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1983,YEARS18-PLUS,FMLE,9.3 [4.6-15.4],9.3,4.6,15.4
522,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1984,YEARS18-PLUS,FMLE,26.1 [19.1-33.9],26.1,19.1,33.9
926,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1984,YEARS18-PLUS,MLE,26.0 [18.4-34.1],26,18.4,34.1
2663,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1984,YEARS18-PLUS,BTSX,26.0 [20.6-31.7],26,20.6,31.7
918,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1984,YEARS18-PLUS,MLE,33.3 [24.6-42.1],33.3,24.6,42.1
925,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1984,YEARS18-PLUS,FMLE,34.8 [26.7-43.4],34.8,26.7,43.4
3507,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1984,YEARS18-PLUS,BTSX,34.2 [28.1-40.3],34.2,28.1,40.3
478,BP_05,Mean systolic blood pressure (crude estimate),1984,AGE25-PLUS,FMLE,127.9 [121.7-134.4],127.9,121.7,134.4
887,BP_05,Mean systolic blood pressure (crude estimate),1984,AGE25-PLUS,MLE,130.1 [124.2-136.0],130.1,124.2,136
123,BP_06,Mean systolic blood pressure (age-standardized estimate),1984,YEARS18-PLUS,MLE,126.8 [121.6-131.8],126.8,121.6,131.8
133,BP_06,Mean systolic blood pressure (age-standardized estimate),1984,YEARS18-PLUS,FMLE,128.6 [123.3-133.7],128.6,123.3,133.7
450,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1984,AGE25-PLUS,FMLE,5.3 [4.7-6.0],5.3,4.7,6
1255,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1984,AGE25-PLUS,MLE,5.2 [4.6-5.9],5.2,4.6,5.9
18,CHOL_04,Mean Total Cholesterol (crude estimate),1984,AGE25-PLUS,MLE,5.1 [4.5-5.8],5.1,4.5,5.8
846,CHOL_04,Mean Total Cholesterol (crude estimate),1984,AGE25-PLUS,FMLE,5.2 [4.6-5.8],5.2,4.6,5.8
1456,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1984,YEARS18-PLUS,BTSX,5.0 [3.4-7.1],5,3.4,7.1
1466,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1984,YEARS18-PLUS,FMLE,4.4 [2.5-7.1],4.4,2.5,7.1
1476,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1984,YEARS18-PLUS,MLE,5.7 [3.3-8.9],5.7,3.3,8.9
1486,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1984,YEARS18-PLUS,BTSX,5.6 [3.9-7.7],5.6,3.9,7.7
1496,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1984,YEARS18-PLUS,FMLE,5.4 [3.1-8.3],5.4,3.1,8.3
1506,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1984,YEARS18-PLUS,MLE,5.8 [3.5-8.9],5.8,3.5,8.9
1158,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1984,YEARS18-PLUS,MLE,43.9 [37.9-50.2],43.9,37.9,50.2
1168,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1984,YEARS18-PLUS,FMLE,54.1 [48.1-60.2],54.1,48.1,60.2
1178,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1984,YEARS18-PLUS,BTSX,48.4 [44.1-52.9],48.4,44.1,52.9
1188,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1984,YEARS18-PLUS,BTSX,43.8 [39.6-48.1],43.8,39.6,48.1
1198,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1984,YEARS18-PLUS,FMLE,48.1 [42.2-54.3],48.1,42.2,54.3
1208,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1984,YEARS18-PLUS,MLE,40.7 [34.9-46.6],40.7,34.9,46.6
988,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1984,YEARS18-PLUS,BTSX,16.5 [13.4-19.9],16.5,13.4,19.9
996,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1984,YEARS18-PLUS,FMLE,24.0 [18.7-29.6],24,18.7,29.6
1004,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1984,YEARS18-PLUS,MLE,10.8 [7.4-14.9],10.8,7.4,14.9
1012,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1984,YEARS18-PLUS,BTSX,14.2 [11.4-17.3],14.2,11.4,17.3
1020,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1984,YEARS18-PLUS,FMLE,20.5 [15.7-25.9],20.5,15.7,25.9
1029,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1984,YEARS18-PLUS,MLE,9.8 [6.7-13.6],9.8,6.7,13.6
1516,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1984,YEARS18-PLUS,BTSX,26.0 [25.5-26.5],26,25.5,26.5
1526,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1984,YEARS18-PLUS,FMLE,27.0 [26.2-27.7],27,26.2,27.7
1536,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1984,YEARS18-PLUS,MLE,25.4 [24.7-26.0],25.4,24.7,26
825,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,AGE20-PLUS,MLE,25.2 [24.5-25.9],25.2,24.5,25.9
832,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,AGE20-PLUS,FMLE,26.2 [25.4-27.1],26.2,25.4,27.1
1546,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS18-PLUS,BTSX,25.7 [25.2-26.2],25.7,25.2,26.2
1556,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS18-PLUS,FMLE,26.4 [25.7-27.1],26.4,25.7,27.1
1566,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS18-PLUS,MLE,25.2 [24.5-25.8],25.2,24.5,25.8
1660,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS05-19,BTSX,17.8 [17.0-18.5],17.75218,17.00447,18.4975
1669,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS05-09,BTSX,14.7 [13.9-15.5],14.69203,13.9052,15.48247
1678,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS10-19,BTSX,19.8 [19.1-20.5],19.80996,19.06897,20.53948
1687,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS05-19,FMLE,18.1 [17.0-19.3],18.14282,17.03426,19.25327
1696,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS05-09,FMLE,15.1 [13.9-16.2],15.09441,13.93373,16.24042
1705,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS10-19,FMLE,20.2 [19.1-21.3],20.22481,19.12244,21.32604
1714,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS05-19,MLE,17.4 [16.3-18.4],17.36835,16.31958,18.37437
1723,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS05-09,MLE,14.3 [13.2-15.3],14.28929,13.20899,15.34459
