index,GHO (CODE),GHO (DISPLAY),YEAR (CODE),AGEGROUP (CODE),SEX (CODE),Display Value,Numeric,Low,High
1732,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1984,YEARS10-19,MLE,19.4 [18.4-20.4],19.40737,18.36796,20.39716
2822,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS05-19,BTSX,9.3 [5.2-14.6],9.3,5.2,14.6
2833,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS05-09,BTSX,9.3 [4.9-15.0],9.3,4.9,15
2844,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS10-19,BTSX,9.3 [5.2-14.6],9.3,5.2,14.6
2855,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS05-19,FMLE,6.6 [2.2-13.1],6.6,2.2,13.1
2867,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS05-09,FMLE,7.1 [2.3-14.5],7.1,2.3,14.5
2879,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS10-19,FMLE,6.2 [2.1-12.4],6.2,2.1,12.4
2891,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS05-19,MLE,12.0 [5.5-20.9],12,5.5,20.9
2903,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS05-09,MLE,11.5 [4.8-21.2],11.5,4.8,21.2
2915,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1984,YEARS10-19,MLE,12.3 [5.7-21.3],12.3,5.7,21.3
2401,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS05-19,BTSX,13.7 [9.4-18.8],13.7,9.4,18.8
2412,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS05-09,BTSX,14.0 [9.1-19.8],14,9.1,19.8
2423,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS10-19,BTSX,13.5 [9.3-18.4],13.5,9.3,18.4
2434,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS05-19,FMLE,15.2 [9.1-22.7],15.2,9.1,22.7
2445,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS05-09,FMLE,15.2 [8.3-24.3],15.2,8.3,24.3
2456,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS10-19,FMLE,15.2 [9.3-22.4],15.2,9.3,22.4
2467,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS05-19,MLE,12.2 [6.5-19.4],12.2,6.5,19.4
2478,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS05-09,MLE,12.7 [6.5-21.0],12.7,6.5,21
2489,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,YEARS10-19,MLE,11.9 [6.2-18.7],11.9,6.2,18.7
2051,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS05-19,BTSX,3.6 [1.4-6.9],3.6,1.4,6.9
2061,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS05-09,BTSX,4.0 [1.4-8.2],4,1.4,8.2
2071,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS10-19,BTSX,3.3 [1.3-6.4],3.3,1.3,6.4
2761,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS05-19,FMLE,3.4 [0.9-7.9],3.4,0.9,7.9
2771,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS05-09,FMLE,3.8 [0.8-9.5],3.8,0.8,9.5
2781,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS10-19,FMLE,3.1 [0.8-7.3],3.1,0.8,7.3
2791,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS05-19,MLE,3.8 [0.9-8.9],3.8,0.9,8.9
2801,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS05-09,MLE,4.2 [0.9-10.4],4.2,0.9,10.4
2811,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1984,YEARS10-19,MLE,3.5 [0.8-8.2],3.5,0.8,8.2
3214,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1984,,MLE,5.06 [4.15-5.93],5.06267,4.15153,5.92732
3297,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1984,,FMLE,4.86 [3.75-5.95],4.86409,3.74586,5.94655
49,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1984,AGE25-PLUS,MLE,5.3 [4.5-6.1],5.3,4.5,6.1
457,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1984,AGE25-PLUS,FMLE,5.2 [4.4-6.0],5.2,4.4,6
2705,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1984,YEARS18-PLUS,BTSX,6.0 [3.8-9.0],6,3.8,9
2945,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1984,YEARS18-PLUS,MLE,5.6 [2.7-9.5],5.6,2.7,9.5
3165,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1984,YEARS18-PLUS,FMLE,6.7 [3.3-11.0],6.7,3.3,11
2704,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1984,YEARS18-PLUS,BTSX,9.0 [5.9-13.0],9,5.9,13
3183,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1984,YEARS18-PLUS,FMLE,9.5 [4.9-15.2],9.5,4.9,15.2
3231,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1984,YEARS18-PLUS,MLE,8.7 [4.6-14.1],8.7,4.6,14.1
516,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1985,YEARS18-PLUS,MLE,25.8 [18.5-33.7],25.8,18.5,33.7
935,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1985,YEARS18-PLUS,FMLE,25.6 [18.9-33.3],25.6,18.9,33.3
2664,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1985,YEARS18-PLUS,BTSX,25.8 [20.6-31.2],25.8,20.6,31.2
506,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1985,YEARS18-PLUS,FMLE,34.8 [26.8-43.0],34.8,26.8,43
919,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1985,YEARS18-PLUS,MLE,33.4 [24.9-41.9],33.4,24.9,41.9
3135,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1985,YEARS18-PLUS,BTSX,34.2 [28.2-40.2],34.2,28.2,40.2
1285,BP_05,Mean systolic blood pressure (crude estimate),1985,AGE25-PLUS,MLE,129.3 [123.9-134.6],129.3,123.9,134.6
1292,BP_05,Mean systolic blood pressure (crude estimate),1985,AGE25-PLUS,FMLE,127.2 [121.6-133.1],127.2,121.6,133.1
532,BP_06,Mean systolic blood pressure (age-standardized estimate),1985,YEARS18-PLUS,MLE,126.9 [122.0-131.6],126.9,122,131.6
539,BP_06,Mean systolic blood pressure (age-standardized estimate),1985,YEARS18-PLUS,FMLE,128.5 [123.6-133.4],128.5,123.6,133.4
854,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1985,AGE25-PLUS,MLE,5.2 [4.6-5.8],5.2,4.6,5.8
1263,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1985,AGE25-PLUS,FMLE,5.3 [4.7-6.0],5.3,4.7,6
19,CHOL_04,Mean Total Cholesterol (crude estimate),1985,AGE25-PLUS,MLE,5.1 [4.5-5.7],5.1,4.5,5.7
847,CHOL_04,Mean Total Cholesterol (crude estimate),1985,AGE25-PLUS,FMLE,5.2 [4.6-5.7],5.2,4.6,5.7
643,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1985,YEARS18-PLUS,BTSX,4.8 [3.3-6.8],4.8,3.3,6.8
653,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1985,YEARS18-PLUS,FMLE,4.2 [2.4-6.7],4.2,2.4,6.7
663,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1985,YEARS18-PLUS,MLE,5.4 [3.2-8.4],5.4,3.2,8.4
673,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1985,YEARS18-PLUS,BTSX,5.4 [3.8-7.4],5.4,3.8,7.4
683,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1985,YEARS18-PLUS,FMLE,5.2 [3.1-8.0],5.2,3.1,8
693,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1985,YEARS18-PLUS,MLE,5.5 [3.4-8.5],5.5,3.4,8.5
1159,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1985,YEARS18-PLUS,MLE,45.1 [39.2-51.1],45.1,39.2,51.1
1169,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1985,YEARS18-PLUS,FMLE,55.1 [49.4-60.9],55.1,49.4,60.9
1179,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1985,YEARS18-PLUS,BTSX,49.5 [45.3-53.7],49.5,45.3,53.7
1189,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1985,YEARS18-PLUS,BTSX,44.6 [40.5-48.8],44.6,40.5,48.8
1199,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1985,YEARS18-PLUS,FMLE,48.9 [43.1-54.8],48.9,43.1,54.8
1209,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1985,YEARS18-PLUS,MLE,41.7 [36.1-47.4],41.7,36.1,47.4
989,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1985,YEARS18-PLUS,BTSX,17.1 [14.1-20.5],17.1,14.1,20.5
997,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1985,YEARS18-PLUS,FMLE,24.8 [19.6-30.2],24.8,19.6,30.2
1005,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1985,YEARS18-PLUS,MLE,11.4 [8.0-15.5],11.4,8,15.5
1013,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1985,YEARS18-PLUS,BTSX,14.8 [11.9-17.8],14.8,11.9,17.8
1021,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1985,YEARS18-PLUS,FMLE,21.1 [16.3-26.4],21.1,16.3,26.4
1030,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1985,YEARS18-PLUS,MLE,10.3 [7.2-14.2],10.3,7.2,14.2
704,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1985,YEARS18-PLUS,BTSX,26.2 [25.7-26.6],26.2,25.7,26.6
716,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1985,YEARS18-PLUS,FMLE,27.1 [26.4-27.8],27.1,26.4,27.8
728,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1985,YEARS18-PLUS,MLE,25.5 [24.9-26.1],25.5,24.9,26.1
740,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS18-PLUS,BTSX,25.8 [25.4-26.2],25.8,25.4,26.2
752,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS18-PLUS,FMLE,26.5 [25.9-27.2],26.5,25.9,27.2
764,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS18-PLUS,MLE,25.3 [24.7-25.8],25.3,24.7,25.8
826,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,AGE20-PLUS,MLE,25.3 [24.7-25.9],25.3,24.7,25.9
833,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,AGE20-PLUS,FMLE,26.3 [25.6-27.0],26.3,25.6,27
1661,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS05-19,BTSX,17.8 [17.1-18.5],17.79519,17.08867,18.48193
1670,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS05-09,BTSX,14.7 [14.0-15.5],14.74939,14.01391,15.4821
1679,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS10-19,BTSX,19.9 [19.2-20.5],19.86432,19.16757,20.5416
1688,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS05-19,FMLE,18.2 [17.2-19.2],18.2,17.17234,19.24058
1697,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS05-09,FMLE,15.2 [14.1-16.2],15.15929,14.07053,16.23577
1706,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS10-19,FMLE,20.3 [19.3-21.3],20.28368,19.25724,21.31286
1715,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS05-19,MLE,17.4 [16.4-18.3],17.39718,16.42442,18.3331
1724,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS05-09,MLE,14.3 [13.3-15.3],14.34223,13.33383,15.33111
1733,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1985,YEARS10-19,MLE,19.5 [18.5-20.4],19.45488,18.49728,20.38409
3044,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS05-19,BTSX,9.1 [5.2-14.3],9.1,5.2,14.3
3054,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS05-09,BTSX,9.1 [4.9-14.7],9.1,4.9,14.7
3064,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS10-19,BTSX,9.1 [5.2-14.2],9.1,5.2,14.2
3074,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS05-19,FMLE,6.4 [2.3-12.7],6.4,2.3,12.7
3084,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS05-09,FMLE,7.0 [2.3-14.1],7,2.3,14.1
3094,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS10-19,FMLE,6.0 [2.1-11.9],6,2.1,11.9
3104,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS05-19,MLE,11.8 [5.5-20.3],11.8,5.5,20.3
3114,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS05-09,MLE,11.3 [4.8-20.7],11.3,4.8,20.7
3124,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1985,YEARS10-19,MLE,12.1 [5.7-20.6],12.1,5.7,20.6
2402,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS05-19,BTSX,14.5 [10.1-19.7],14.5,10.1,19.7
2413,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS05-09,BTSX,14.8 [9.8-20.7],14.8,9.8,20.7
2424,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS10-19,BTSX,14.3 [10.0-19.3],14.3,10,19.3
2435,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS05-19,FMLE,16.0 [9.9-23.4],16,9.9,23.4
2446,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS05-09,FMLE,16.0 [9.0-25.0],16,9,25
2457,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS10-19,FMLE,16.0 [10.0-23.1],16,10,23.1
2468,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS05-19,MLE,13.1 [7.1-20.3],13.1,7.1,20.3
2479,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS05-09,MLE,13.6 [7.1-21.9],13.6,7.1,21.9
2490,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1985,YEARS10-19,MLE,12.7 [6.9-19.7],12.7,6.9,19.7
1836,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS05-19,BTSX,3.9 [1.6-7.4],3.9,1.6,7.4
1845,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS05-09,BTSX,4.4 [1.6-8.7],4.4,1.6,8.7
2518,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS10-19,BTSX,3.6 [1.6-6.8],3.6,1.6,6.8
2527,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS05-19,FMLE,3.7 [1.1-8.4],3.7,1.1,8.4
2536,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS05-09,FMLE,4.2 [1.0-10.1],4.2,1,10.1
2545,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS10-19,FMLE,3.4 [0.9-7.7],3.4,0.9,7.7
2554,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS05-19,MLE,4.2 [1.0-9.6],4.2,1,9.6
2563,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS05-09,MLE,4.7 [1.0-11.2],4.7,1,11.2
2572,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1985,YEARS10-19,MLE,3.8 [1.0-8.8],3.8,1,8.8
3282,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1985,,MLE,5.10 [4.26-5.90],5.10416,4.26492,5.89521
3613,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1985,,FMLE,4.90 [3.91-5.87],4.89899,3.90516,5.86531
40,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1985,AGE25-PLUS,FMLE,5.2 [4.5-5.9],5.2,4.5,5.9
50,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1985,AGE25-PLUS,MLE,5.4 [4.6-6.0],5.4,4.6,6
2670,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1985,YEARS18-PLUS,MLE,5.7 [3.0-9.4],5.7,3,9.4
2678,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1985,YEARS18-PLUS,FMLE,6.7 [3.5-10.7],6.7,3.5,10.7
3250,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1985,YEARS18-PLUS,BTSX,6.1 [3.9-8.8],6.1,3.9,8.8
2686,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1985,YEARS18-PLUS,MLE,8.9 [4.9-14.1],8.9,4.9,14.1
2694,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1985,YEARS18-PLUS,FMLE,9.6 [5.2-15.0],9.6,5.2,15
3192,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1985,YEARS18-PLUS,BTSX,9.2 [6.2-13.0],9.2,6.2,13
102,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1986,YEARS18-PLUS,MLE,25.7 [18.6-33.2],25.7,18.6,33.2
1335,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1986,YEARS18-PLUS,FMLE,25.3 [18.8-32.5],25.3,18.8,32.5
2665,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1986,YEARS18-PLUS,BTSX,25.5 [20.5-30.8],25.5,20.5,30.8
78,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1986,YEARS18-PLUS,MLE,33.4 [25.2-41.7],33.4,25.2,41.7
1317,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1986,YEARS18-PLUS,FMLE,34.7 [27.0-42.7],34.7,27,42.7
2926,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1986,YEARS18-PLUS,BTSX,34.1 [28.4-39.9],34.1,28.4,39.9
472,BP_05,Mean systolic blood pressure (crude estimate),1986,AGE25-PLUS,MLE,128.6 [123.6-133.6],128.6,123.6,133.6
479,BP_05,Mean systolic blood pressure (crude estimate),1986,AGE25-PLUS,FMLE,126.5 [121.3-131.9],126.5,121.3,131.9
134,BP_06,Mean systolic blood pressure (age-standardized estimate),1986,YEARS18-PLUS,FMLE,128.5 [123.8-133.1],128.5,123.8,133.1
1352,BP_06,Mean systolic blood pressure (age-standardized estimate),1986,YEARS18-PLUS,MLE,126.9 [122.2-131.4],126.9,122.2,131.4
855,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1986,AGE25-PLUS,MLE,5.2 [4.6-5.8],5.2,4.6,5.8
862,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1986,AGE25-PLUS,FMLE,5.3 [4.7-5.9],5.3,4.7,5.9
427,CHOL_04,Mean Total Cholesterol (crude estimate),1986,AGE25-PLUS,MLE,5.1 [4.6-5.6],5.1,4.6,5.6
848,CHOL_04,Mean Total Cholesterol (crude estimate),1986,AGE25-PLUS,FMLE,5.1 [4.6-5.7],5.1,4.6,5.7
1457,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1986,YEARS18-PLUS,BTSX,4.7 [3.2-6.5],4.7,3.2,6.5
1467,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1986,YEARS18-PLUS,FMLE,4.1 [2.4-6.4],4.1,2.4,6.4
1477,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1986,YEARS18-PLUS,MLE,5.2 [3.1-8.0],5.2,3.1,8
1487,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1986,YEARS18-PLUS,BTSX,5.3 [3.7-7.1],5.3,3.7,7.1
